number,year,vom,lat,lon,fungicide,insecticide,p_crop,tillage,hybrid_company,hybrid_name,SD,CHU,silk_CHU
348,2013,0.2,43.143677,-80.796099,.,.,wheat,reduced,.,.,5/14/2013,.,.
349,2013,0.2,43.143677,-80.796099,.,.,wheat,reduced,.,.,5/14/2013,.,.
350,2013,0.2,43.143677,-80.796099,.,.,wheat,reduced,.,.,5/14/2013,.,.
351,2013,0.2,43.527362,-81.138112,.,.,wheat,reduced,.,.,5/7/2013,.,.
352,2013,0.2,43.155528,-79.889254,.,.,.,.,.,.,.,.,.
353,2013,1.04,43.646169,-80.400034,.,.,wheat,reduced,.,.,5/8/2013,.,.
354,2013,0.2,43.133406,-80.819017,.,.,soybean,.,.,.,.,.,.
355,2013,0.2,43.756387,-80.777711,.,.,.,.,.,.,.,.,.
356,2013,0.28,43.118011,-81.308509,.,.,soybean,reduced,.,.,.,.,.
357,2013,0.2,43.078339,-80.593303,.,.,corn,.,.,.,.,.,.
358,2013,1.6,43.202904,-81.393339,.,.,wheat,reduced,.,.,5/3/2013,.,.
359,2013,0.2,43.153579,-79.890134,.,.,soybean,reduced,.,.,5/16/2013,.,.
360,2013,0.2,43.245125,-80.393382,.,.,.,.,.,.,.,.,.
361,2013,0.62,42.609683,-81.418092,.,.,.,.,.,.,.,.,.
362,2013,0.2,43.270245,-80.326615,.,.,.,.,.,.,5/9/2013,.,.
363,2013,0.2,43.647054,-80.398702,.,.,corn,.,.,.,5/9/2013,.,.
364,2013,0.2,42.961302,-81.648718,.,.,soybean,.,.,.,5/2/2013,.,.
365,2013,0.2,43.525238,-81.140354,.,.,wheat,.,.,.,5/7/2013,.,.
366,2013,0.2,43.525238,-81.140354,.,.,wheat,.,.,.,5/7/2013,.,.
367,2013,0.24,43.231001,-80.727551,.,.,.,.,.,.,5/15/2013,.,.
368,2013,0.3,43.231001,-80.727551,.,.,.,.,.,.,5/15/2013,.,.
369,2013,0.2,43.03807,-80.767023,.,.,.,.,.,.,5/14/2013,.,.
370,2013,0.2,43.152507,-80.851289,.,.,.,.,.,.,.,.,.
371,2013,0.2,43.329049,-80.695531,.,.,.,.,.,.,.,.,.
372,2013,0.2,42.70502,-80.551346,.,.,.,.,.,.,.,.,.
373,2013,5.8,42.673901,-80.680078,.,.,.,.,.,.,.,.,.
374,2013,0.2,42.722496,-80.563239,.,.,.,.,.,.,.,.,.
375,2013,0.2,43.646223,-80.393391,.,.,.,.,.,.,5/8/2013,.,.
376,2013,0.2,43.55819,-80.964521,.,.,.,.,.,.,5/7/2013,.,.
377,2013,0.2,43.081482,-80.763204,.,.,.,.,.,.,5/11/2013,.,.
378,2013,0.2,43.9986572,-78.76379728,.,.,.,.,.,.,.,.,.
379,2013,0.2,44.00820342,-78.44404578,.,.,soybean,.,.,.,.,.,.
380,2013,2.94,43.97473475,-78.23806286,.,.,corn,.,.,.,.,.,.
381,2013,0.5,44.00572634,-78.05205703,.,.,wheat,.,.,.,.,.,.
382,2013,0.2,44.04154524,-77.86658764,.,.,wheat,.,.,.,.,.,.
383,2013,0.2,44.32806941,-76.74282789,.,.,soybean,.,.,.,.,.,.
384,2013,0.65,44.16051075,-76.87057614,.,.,.,.,.,.,.,.,.
385,2013,0.2,44.31815263,-76.98720932,.,.,corn,.,.,.,.,.,.
386,2013,0.2,44.22455157,-77.13925838,.,.,.,.,.,.,.,.,.
387,2013,0.2,44.22801125,-77.37295389,.,.,soybean,.,.,.,.,.,.
388,2013,0.46,44.13750062,-77.48552084,.,.,.,.,.,.,.,.,.
389,2013,0.37,44.15192438,-77.56215692,.,.,.,.,.,.,.,.,.
390,2013,0.2,44.11168535,-77.76002884,.,.,.,.,.,.,.,.,.
391,2013,0.63,42.9752333,-79.48325875,.,.,corn,.,.,.,.,.,.
392,2013,0.2,43.14089,-79.550461,.,.,.,.,.,.,.,.,.
393,2013,0.2,43.12056391,-80.20075321,.,.,corn,.,.,.,.,.,.
394,2013,0.73,42.921816,-79.778706,.,.,soybean,.,.,.,.,.,.
395,2013,0.2,42.907186,-79.962494,.,.,.,.,.,.,.,.,.
396,2013,0.2,42.88021008,-80.12664508,.,.,.,.,.,.,.,.,.
397,2013,0.31,42.847063,-80.557227,.,.,corn,.,.,.,.,.,.
398,2013,0.28,42.786598,-80.856632,.,.,soybean,.,.,.,.,.,.
399,2013,0.2,42.793736,-80.982105,.,.,.,.,.,.,.,.,.
400,2013,0.2,43.71567431,-80.98245621,.,.,corn,.,.,.,.,.,.
401,2013,0.41,43.68433767,-81.00511551,.,.,.,.,.,.,.,.,.
402,2013,1.22,43.42492059,-80.88911533,.,.,.,.,.,.,.,.,.
403,2013,0.2,43.42492059,-80.88911533,.,.,.,.,.,.,.,.,.
404,2013,0.2,43.35117811,-80.88885784,.,.,.,.,.,.,.,.,.
405,2013,0.21,43.07488338,-81.84077382,.,.,soybean,.,.,.,.,.,.
406,2013,0.26,43.07415453,-82.00176001,.,.,corn,.,.,.,.,.,.
407,2013,1.53,42.85483423,-82.04203606,.,.,wheat,.,.,.,.,.,.
408,2013,0.25,42.85483423,-82.04203606,.,.,wheat,.,.,.,.,.,.
409,2013,1.24,43.94222832,-78.64918113,.,.,.,.,.,.,.,.,.
410,2013,0.2,43.94222832,-78.64918113,.,.,.,.,.,.,.,.,.
411,2013,1,43.94222832,-78.64918113,.,.,.,.,.,.,.,.,.
412,2013,0.63,43.94222832,-78.64918113,.,.,.,.,.,.,.,.,.
413,2013,0.2,43.616971,-80.745395,.,.,.,.,.,.,.,.,.
414,2013,0.2,43.60792871,-80.76088428,.,.,.,.,.,.,.,.,.
415,2013,0.2,43.346076,-81.071979,.,.,.,.,.,.,.,.,.
416,2013,0.2,43.32194636,-81.11540794,.,.,.,.,.,.,.,.,.
417,2013,0.2,44.37103298,-80.08497834,.,.,wheat,reduced,.,.,5/21/2013,.,.
418,2013,0.2,44.37103298,-80.08497834,.,.,wheat,reduced,.,.,5/21/2013,.,.
419,2013,0.2,44.37103298,-80.08497834,.,.,wheat,reduced,.,.,5/21/2013,.,.
420,2013,0.2,44.37103298,-80.08497834,.,.,wheat,reduced,.,.,5/21/2013,.,.
421,2013,0.2,44.32354105,-79.63036537,.,.,.,.,.,.,.,.,.
422,2013,0.2,44.32354105,-79.63036537,.,.,.,.,.,.,.,.,.
423,2013,0.2,44.32354105,-79.63036537,.,.,.,.,.,.,.,.,.
424,2013,0.96,44.09834201,-79.64075089,.,.,.,.,.,.,.,.,.
425,2013,0.23,44.12325603,-79.28640871,.,.,.,.,.,.,.,.,.
426,2013,0.2,44.07563523,-78.99109001,.,.,.,.,.,.,.,.,.
427,2013,0.2,44.27747015,-79.16378975,.,.,.,.,.,.,.,.,.
428,2013,0.2,44.27747015,-79.16378975,.,.,.,.,.,.,.,.,.
429,2013,0.2,44.27747015,-79.16378975,.,.,.,.,.,.,.,.,.
430,2013,0.2,44.27747015,-79.16378975,.,.,.,.,.,.,.,.,.
431,2013,0.2,45.01590874,-75.64601898,.,.,soybean,conventional,.,.,5/9/2013,.,.
432,2013,0.34,45.1608715,-75.4620458,.,.,forage,notill,.,.,5/2/2013,.,.
433,2013,0.29,45.227,-75.686,.,.,corn,reduced,.,.,5/6/2013,.,.
434,2013,0,45.1488,-75.6007,.,.,soybean,reduced,.,.,5/16/2013,.,.
435,2013,0.2,44.70729571,-75.51873443,.,.,soybean,notill,.,.,5/5/2013,.,.
436,2013,0.2,44.890977,-75.470438,.,.,soybean,reduced,.,.,5/4/2013,.,.
437,2013,0.24,45.1943631,-75.8388276,.,.,forage,conventional,.,.,5/7/2013,.,.
438,2013,0.31,45.1943631,-75.8388276,.,.,wheat,reduced,.,.,5/6/2013,.,.
439,2013,0.2,45.4222567,-76.020319,.,.,.,conventional,.,.,5/6/2013,.,.
440,2013,0.2,45.1943631,-75.8388276,.,.,corn,conventional,.,.,5/9/2013,.,.
441,2013,1.39,45.5171336,-75.4060294,.,.,wheat,reduced,.,.,5/7/2013,.,.
442,2013,0.2,44.952169,-76.327659,.,.,soybean,reduced,.,.,5/2/2013,.,.
443,2013,0.2,45.3560497,-75.3530213,.,.,wheat,reduced,.,.,5/10/2013,.,.
444,2013,0.2,45.421034,-75.4267251,.,.,wheat,reduced,.,.,5/10/2013,.,.
445,2013,5.78,45.3349046,-75.7241006,.,.,forage,conventional,.,.,5/9/2013,.,.
446,2013,0.2,44.890977,-75.470438,.,.,corn,conventional,.,.,5/13/2013,.,.
447,2013,0.2,45.2358278,-75.4729833,.,.,soybean,reduced,.,.,5/3/2013,.,.
448,2013,0.2,45.1611,-75.31007222,.,.,soybean,conventional,.,.,5/4/2013,.,.
449,2013,1.12,45.08660833,-75.22634722,.,.,soybean,reduced,.,.,5/5/2013,.,.
450,2013,0.39,45.1942,-75.26209722,.,.,soybean,conventional,.,.,5/6/2013,.,.
451,2013,0.2,45.32072222,-75.846825,.,.,corn,conventional,.,.,5/1/2013,.,.
452,2013,0.2,45.39547222,-74.86186667,.,.,wheat,conventional,.,.,5/3/2013,.,.
453,2013,0.3,45.40044444,-74.86071389,.,.,soybean,conventional,.,.,5/3/2013,.,.
454,2013,0.2,45.25164444,-75.01447222,.,.,corn,conventional,.,.,5/3/2013,.,.
455,2013,0.2,45.241,-75.02198056,.,.,soybean,conventional,.,.,5/3/2013,.,.
456,2013,0.2,44.96316111,-75.37757778,.,.,soybean,reduced,.,.,5/5/2013,.,.
457,2013,0.2,44.93599167,-75.19933889,.,.,corn,reduced,.,.,5/16/2013,.,.
458,2013,0.2,42.10623333,-82.48943333,.,.,soybean,notill,.,.,.,.,.
459,2013,0.2,42.14558333,-82.56568333,.,.,wheat,conventional,.,.,.,.,.
460,2013,0.2,42.12183333,-82.604,.,.,soybean,conventional,.,.,.,.,.
461,2013,0.2,42.16195,-82.9058,.,.,wheat,reduced,.,.,.,.,.
462,2013,0.2,42.17145,-82.632,.,.,soybean,reduced,.,.,.,.,.
463,2013,0.2,42.0983,-82.43328333,.,.,soybean,notill,.,.,.,.,.
464,2013,0.2,42.30103964,-82.4411273,.,.,corn,conventional,.,.,.,.,.
465,2013,0.2,42.25593333,-82.18485,.,.,wheat,conventional,.,.,.,.,.
466,2013,0.2,42.53231667,-81.8156,.,.,wheat,conventional,.,.,.,.,.
467,2013,0.2,42.51315,-81.69281667,.,.,soybean,notill,.,.,.,.,.
468,2013,0.2,42.59601667,-81.64391667,.,.,soybean,.,.,.,.,.,.
469,2014,1.7,42.348886,-82.322552,.,.,Soybean,.,NK Brand,N68B-3122,5/14/2014,3425,.
470,2014,1.3,42.348886,-82.322552,.,.,Soybean,.,Pioneer,P0216 AM,5/29/2014,3100,.
471,2014,2.8,42.348886,-82.322552,.,.,Soybean,.,Hyland,8652 RA,5/29/2014,3250,.
472,2014,BDL,42.348886,-82.322552,.,.,Soybean,.,Maizex Seeds Inc.,MZ 4640 SMX ,5/29/2014,2975,1685
473,2014,0.6,42.55655,-82.15161,.,.,wheat,.,NK Brand,N68B-3122,5/26/2014,3425,.
474,2014,0.5,42.55655,-82.15161,.,.,wheat,.,Pioneer,P0216 AM,5/26/2014,3100,.
475,2014,0.5,42.55655,-82.15161,.,.,wheat,.,Hyland,8652 RA,5/26/2014,3250,.
476,2014,1.7,42.55655,-82.15161,.,.,wheat,.,Maizex Seeds Inc.,MZ 4640 SMX ,5/26/2014,2975,1685
477,2014,2.9,42.61926,-81.628997,.,.,Soybean,.,Hyland,8552 RA,6/2/2014,3100,.
478,2014,BDL,42.61926,-81.628997,.,.,Soybean,.,Pioneer,P0216 AM,6/2/2014,3100,.
479,2014,BDL,42.61926,-81.628997,.,.,Soybean,.,Pioneer,P9807 AM,6/2/2014,2950,.
480,2014,BDL,42.61926,-81.628997,.,.,Soybean,.,Maizex Seeds Inc.,MZ 4640 SMX ,6/2/2014,2975,1685
481,2014,BDL,42.931526,-81.752229,.,.,Soybean,.,Hyland,8552 RA,5/30/2014,3100,.
482,2014,1.8,42.931526,-81.752229,.,.,Soybean,.,Pioneer,P0216 AM,5/30/2014,3100,.
483,2014,BDL,42.931526,-81.752229,.,.,Soybean,.,Pioneer,P9807 AM,5/30/2014,2950,.
484,2014,BDL,42.931526,-81.752229,.,.,Soybean,.,Maizex Seeds Inc.,MZ 4640 SMX ,5/30/2014,2975,1685
485,2014,0.8,42.847794,-81.132005,.,.,W_RC,.,Hyland,8552 RA,5/28/2014,3100,.
486,2014,BDL,42.847794,-81.132005,.,.,W_RC,.,Pioneer,P0216 AM,5/28/2014,3100,.
487,2014,BDL,42.847794,-81.132005,.,.,W_RC,.,Pioneer,P9807 AM,5/28/2014,2950,.
488,2014,BDL,42.847794,-81.132005,.,.,W_RC,.,Maizex Seeds Inc.,MZ 4640 SMX ,5/28/2014,2975,1685
489,2014,BDL,43.146278,-80.778806,.,.,Soybean,.,Dekalb ,DKC48-12 RIB,5/20/2014,2950,.
490,2014,0.7,43.146278,-80.778806,.,.,Soybean,.,Pioneer,P0216 AM,5/20/2014,3100,.
491,2014,0.9,43.146278,-80.778806,.,.,Soybean,.,Pioneer,P9807 AM,5/20/2014,2950,.
492,2014,1.1,43.146278,-80.778806,.,.,Soybean,.,Maizex Seeds Inc.,MZ 4640 SMX ,5/20/2014,2975,1685
493,2014,3.5,43.10785,-81.14195,.,.,.,.,Dekalb ,DKC48-12 RIB,5/13/2014,2950,.
494,2014,0.5,43.10785,-81.14195,.,.,.,.,Pioneer,P0216 AM,5/13/2014,3100,.
495,2014,BDL,43.10785,-81.14195,.,.,.,.,Pioneer,P9807 AM,5/13/2014,2950,.
496,2014,0.7,43.10785,-81.14195,.,.,.,.,Maizex Seeds Inc.,MZ 4640 SMX ,5/13/2014,2975,1685
497,2014,2.5,43.1161,-81.4011,.,.,.,.,Dekalb ,DKC48-12 RIB,5/26/2014,2950,.
498,2014,BDL,43.1161,-81.4011,.,.,.,.,Pioneer,P0216 AM,5/26/2014,3100,.
499,2014,BDL,43.1161,-81.4011,.,.,.,.,Pioneer,P9807 AM,5/26/2014,2950,.
500,2014,BDL,43.1161,-81.4011,.,.,.,.,Maizex Seeds Inc.,MZ 4640 SMX ,5/26/2014,2975,1685
501,2014,1.3,43.27079,-81.48912,.,.,W_RC,.,Dekalb ,DKC48-12 RIB,6/1/2014,2950,.
502,2014,BDL,43.27079,-81.48912,.,.,W_RC,.,Pioneer,P0216 AM,6/1/2014,3100,.
503,2014,BDL,43.27079,-81.48912,.,.,W_RC,.,Pioneer,P9807 AM,6/1/2014,2950,.
504,2014,BDL,43.27079,-81.48912,.,.,W_RC,.,Maizex Seeds Inc.,MZ 4640 SMX ,6/1/2014,2975,1685
505,2014,BDL,43.496358,-80.428,.,.,wheat,.,Dekalb ,DKC39-97 RIB,5/19/2014,2700,.
506,2014,BDL,43.496358,-80.428,.,.,wheat,.,Hyland,8491 RA,5/19/2014,2975,.
507,2014,BDL,43.496358,-80.428,.,.,wheat,.,Pioneer,P0216 AM,5/19/2014,3100,.
508,2014,BDL,43.496358,-80.428,.,.,wheat,.,Maizex Seeds Inc.,MZ 4092 DBR,5/19/2014,3050,.
509,2014,BDL,43.55121,-81.28684,.,.,.,.,Dekalb ,DKC39-97 RIB,5/28/2014,2700,.
510,2014,BDL,43.55121,-81.28684,.,.,.,.,Hyland,8491 RA,5/28/2014,2975,.
511,2014,BDL,43.55121,-81.28684,.,.,.,.,Pioneer,P0216 AM,5/28/2014,3100,.
512,2014,1,43.55121,-81.28684,.,.,.,.,Maizex Seeds Inc.,MZ 4092 DBR,5/28/2014,3050,.
513,2014,BDL,43.66806,-81.38639,.,.,bean,.,Dekalb ,DKC39-97 RIB,5/10/2014,2700,.
514,2014,BDL,43.66806,-81.38639,.,.,bean,.,Hyland,8491 RA,5/10/2014,2975,.
515,2014,BDL,43.66806,-81.38639,.,.,bean,.,Pioneer,P0216 AM,5/10/2014,3100,.
516,2014,BDL,43.66806,-81.38639,.,.,bean,.,Maizex Seeds Inc.,MZ 4092 DBR,5/10/2014,3050,.
517,2014,BDL,45.052676,-75.339275,.,.,Soybean,.,Dekalb ,DKC39-97 RIB,5/20/2014,2700,.
518,2014,BDL,45.052676,-75.339275,.,.,Soybean,.,Hyland,8491 RA,5/20/2014,2975,.
519,2014,0.7,45.052676,-75.339275,.,.,Soybean,.,Pioneer,P0216 AM,5/20/2014,3100,.
520,2014,BDL,45.052676,-75.339275,.,.,Soybean,.,Maizex Seeds Inc.,MZ 4092 DBR,5/20/2014,3050,.
521,2014,BDL,45.23068,-75.43228,.,.,wheat,.,Dekalb ,DKC39-97 RIB,5/18/2014,2700,.
522,2014,BDL,45.23068,-75.43228,.,.,wheat,.,Hyland,8491 RA,5/18/2014,2975,.
523,2014,BDL,45.23068,-75.43228,.,.,wheat,.,Pioneer,P0216 AM,5/18/2014,3100,.
524,2014,1,45.23068,-75.43228,.,.,wheat,.,Maizex Seeds Inc.,MZ 4092 DBR,5/18/2014,3050,.
525,2014,0.6,45.182183,-74.516478,.,.,.,.,Dekalb ,DKC39-97 RIB,5/21/2014,2700,.
526,2014,BDL,45.182183,-74.516478,.,.,.,.,Hyland,8491 RA,5/21/2014,2975,.
527,2014,BDL,45.182183,-74.516478,.,.,.,.,Pioneer,P0216 AM,5/21/2014,3100,.
528,2014,BDL,45.182183,-74.516478,.,.,.,.,Maizex Seeds Inc.,MZ 4092 DBR,5/21/2014,3050,.
529,2014,BDL,45.055412,-75.333943,.,.,Soybean,.,Dekalb ,DKC39-97 RIB,5/22/2014,2700,.
530,2014,BDL,45.055412,-75.333943,.,.,Soybean,.,Hyland,8315 RA,5/22/2014,2825,.
531,2014,BDL,45.055412,-75.333943,.,.,Soybean,.,Pioneer,P9329 AM,5/22/2014,2700,.
532,2014,BDL,45.055412,-75.333943,.,.,Soybean,.,Maizex Seeds Inc.,MZ 2333 DBR,5/22/2014,2550,.
533,2014,BDL,44.31715556,-78.80494167,.,.,Soybean,.,Dekalb ,DKC39-97 RIB,5/21/2014,2700,.
534,2014,1,44.31715556,-78.80494167,.,.,Soybean,.,Hyland,8315 RA,5/21/2014,2825,.
535,2014,2.7,44.31715556,-78.80494167,.,.,Soybean,.,Pioneer,P9329 AM,5/21/2014,2700,.
536,2014,0.5,44.31715556,-78.80494167,.,.,Soybean,.,Maizex Seeds Inc.,MZ 2333 DBR,5/21/2014,2550,.
537,2014,0.8,43.635675,-80.3859,.,.,wheat,.,Dekalb ,DKC39-97 RIB,5/8/2014,2700,.
538,2014,BDL,43.635675,-80.3859,.,.,wheat,.,Hyland,8315 RA,5/8/2014,2825,.
539,2014,BDL,43.635675,-80.3859,.,.,wheat,.,Pioneer,P9329 AM,5/8/2014,2700,.
540,2014,1.6,43.635675,-80.3859,.,.,wheat,.,Maizex Seeds Inc.,MZ 2333 DBR,5/8/2014,2550,.
541,2014,0.8,43.900878,-80.146061,.,.,potato,.,PRIDE seeds,A5433G3 RIB,5/10/2014,2650,.
542,2014,BDL,43.900878,-80.146061,.,.,potato,.,Maizex Seeds Inc.,MZ 2333 DBR,5/10/2014,2550,.
543,2014,BDL,43.900878,-80.146061,.,.,potato,.,Dekalb ,DKC35-54 RIB,5/10/2014,2575,.
544,2014,0.8,43.900878,-80.146061,.,.,potato,.,Pioneer,PO08210 HR,5/10/2014,2475,.
545,2014,BDL,44.105708,-80.329069,.,.,wheat,.,PRIDE seeds,A5433G3 RIB,5/21/2014,2650,.
546,2014,BDL,44.105708,-80.329069,.,.,wheat,.,Maizex Seeds Inc.,MZ 2333 DBR,5/21/2014,2550,.
547,2014,BDL,44.105708,-80.329069,.,.,wheat,.,Dekalb ,DKC35-54 RIB,5/21/2014,2575,.
548,2014,BDL,44.105708,-80.329069,.,.,wheat,.,Pioneer,P08210 HR,5/21/2014,2475,.
549,2014,0.5,43.820393,-80.540648,.,.,soybean,.,Pioneer,P8622 AM,5/12/2014,2600,.
550,2014,BDL,43.528706,-81.139452,.,.,wheat,.,Pioneer,P8622 AM,5/28/2014,2600,.
551,2014,BDL,43.228455,-81.343981,.,.,W_RC,.,Dekalb,DKC50-78 RIB,5/31/2014,2950,.
552,2014,BDL,42.755008,-80.613152,.,.,corn,.,Pioneer,35F50,5/6/2014,3150,.
553,2014,BDL,43.001091,-81.970088,.,.,soybean,.,Maizex Seeds Inc.,MZ 4640 SMX,5/26/2014,2975,.
554,2014,BDL,43.635983,-80.409918,.,.,.,.,Pioneer,P9329 AM,5/10/2014,2700,.
555,2014,BDL,43.527398,-81.139645,.,.,wheat,.,.,.,5/28/2014,.,.
556,2014,BDL,43.111937,-81.464362,.,.,soybean,.,Pioneer & Dekalb,P0157 HR & DKC 48-12 RIB,5/30/2014,3000,.
557,2014,BDL,43.111937,-81.464362,.,.,soybean,.,Pioneer,P0094,5/30/2014,3000,.
558,2014,BDl,43.185835,-80.777975,.,.,soybean,.,Pioneer,P0216 AM,5/9/2014,3100,.
559,2014,BDL,43.6476833,-80.3979833,.,.,wheat,.,Pioneer,P9329 AM,5/12/2014,2700,.
560,2014,BDL,43.5265,-81.13735,.,.,wheat,.,.,.,5/31/2014,.,.
561,2014,BDL,43.191362,-81.391761,.,.,soybean,.,Pioneer,P0216 AM,5/26/2014,3100,.
562,2014,BDL,43.524746,-81.138292,.,.,soybean,.,Maizex Seeds Inc.,MZ 3066 DBR,5/29/2014,2750,.
563,2014,BDL,43.155652,-80.828031,.,.,soybean,.,DeKalb,DKC50-78 RIB,5/11/2014,2950,.
564,2014,BDL,43.526787,-81.141083,.,.,wheat,.,Pioneer,P9329 AM,5/27/2014,2700,.
565,2014,BDL,43.526787,-81.141083,.,.,wheat,.,Pioneer,P9675,5/27/2014,2850,.
566,2014,BDL,43.646659,-80.394656,.,.,fallow,.,Pioneer,P9526 AM,5/12/2014,2775,.
567,2014,BDL,43.646659,-80.394656,.,.,.,.,.,.,5/29/2014,.,.
568,2014,BDL,43.08229,-80.76351,.,.,soybean,.,Pioneer & Dekalb,P9807 & DKC 49-82,5/25/2014,3000,.
569,2014,BDL,43.233716,-81.354651,.,.,wheat,.,CROPLAN,4099SS,5/31/2014,2950,.
570,2014,BDL,43.19297,-80.62794,.,.,soybean,.,PRIDE seeds,A6757G8,5/14/2014,2950,.
571,2014,BDL,43.424502,-80.818051,.,.,.,.,Pioneer,P9329 AM,.,2700,.
572,2014,BDL,43.424502,-80.818051,.,.,.,.,Pioneer,P9188,.,2650,.
573,2014,0.6,43.424502,-80.818051,.,.,.,.,Pioneer,P9526 AM,.,2775,.
574,2014,BDL,43.156343,-80.778032,.,.,corn,.,Maizex Seeds Inc.,MZ 4676 ,.,3200,.
575,2014,BDL,43.156343,-80.778032,.,.,corn,.,Maizex Seeds Inc.,MZ 4640 SMX,.,2975,.
576,2014,BDL,43.156343,-80.778032,.,.,corn,.,Maizex Seeds Inc.,LF 8877 ,.,2750,.
577,2014,BDL,43.90508,-80.880748,.,.,.,.,Dekalb,DKC39-97 RIB,.,2950,.
578,2014,BDL,43.830819,-80.651774,.,.,.,.,.,.,.,.,.
579,2014,BDL,43.781694,-80.529155,.,.,W_RC,.,Pioneer,P7958,5/14/2014,2300,.
580,2014,BDL,43.781694,-80.529155,.,.,W_RC,.,Pioneer,P9329 AM,5/14/2014,2700,.
581,2014,BDL,44.20266,-79.23787,.,.,corn,.,Maizex Seeds Inc.,MZ 2988,5/10/2014,2650,.
582,2014,BDL,44.27796,-79.164135,.,.,corn,.,Pioneer,P9188,5/20/2014,2650,.
583,2014,BDL,44.309507,-79.586219,.,.,.,.,Pioneer,P9329 AM,.,2700,.
584,2014,BDL,44.309507,-79.586219,.,.,.,.,Dekalb,DKC39-97 RIB,.,2950,.
585,2014,BDL,44.20266,-79.23787,.,.,corn,.,PRIDE seeds,5909,5/10/2014,2700,.
586,2014,3.5,44.370221,-80.084579,.,.,wheat,.,Pioneer,P9329 AM,5/19/2014,2700,.
587,2014,BDL,44.27796,-79.164135,.,.,corn,.,DeKalb,DKC45-65,5/20/2014,2875,.
588,2014,BDL,44.27796,-79.164135,.,.,corn,.,DeKalb,DKC44-13,5/20/2014,2850,.
589,2014,BDL,44.838193,-75.539453,.,.,.,.,Dekalb,DKC43-10,.,2800,.
590,2014,3.3,44.370221,-80.084579,.,.,wheat,.,Pioneer,P9188,5/19/2014,2650,.
591,2014,0.8,44.20266,-79.23787,.,.,corn,.,Pioneer,P8906,5/10/2014,2650,.
592,2014,1.1,44.370221,-80.084579,.,.,wheat,.,Pioneer,P8906,5/19/2014,2650,.
593,2014,1,44.27796,-79.164135,.,.,corn,.,DeKalb,DKC43-10,5/20/2014,2800,.
594,2014,3.8,44.309507,-79.586219,.,.,.,.,Pioneer,38N85,.,2700,.
595,2014,BDL,44.27796,-79.164135,.,.,corn,.,DeKalb,DKC39-97 RIB,5/20/2014,2700,.
596,2014,1,44.20266,-79.23787,.,.,corn,.,PRIDE seeds,A512062,5/10/2014,2575,.
597,2014,BDL,44.370221,-80.084579,.,.,wheat,.,Pioneer,P9675,5/19/2014,2850,.
598,2014,BDL,42.7103,-80.59,.,.,soybean,.,Dekalb,DKC55-93,6/1/2014,3175,.
599,2014,BDL,43.957671,-78.259603,.,.,soybean,.,Dekalb,DKC40-84,6/2/2014,2725,.
600,2014,0.6,43.957671,-78.259603,.,.,soybean,.,Dekalb,DKC46-82,6/2/2014,2900,.
601,2014,1.9,44.312661,-78.969942,.,.,.,.,Pickseed,PS 2750,.,2675,.
602,2014,BDL,43.926962,-78.648838,.,.,W_RC,.,Pioneer,P0157,5/14/2014,3000,.
603,2014,10.6,42.7103,-80.59,.,.,soybean,.,Dekalb,DKC49-72,6/1/2014,2475,.
604,2014,BDL,44.312661,-78.969942,.,.,.,.,Pickseed,PS 30666SX,.,3000,.
605,2014,0.5,42.9395,-80.1981,.,.,.,.,Pioneer,P0216 AM,.,3100,.
606,2014,0.6,43.926962,-78.648838,.,.,W_RC,.,Pioneer,P0216 AM,5/14/2014,3100,.
607,2014,2.6,43.957671,-78.259603,.,.,soybean,.,Dekalb,DKC44-13,6/2/2014,2850,.
608,2014,1,42.9395,-80.1981,.,.,.,.,Pioneer,P9675,.,2850,.
609,2014,4.7,42.7103,-80.59,.,.,soybean,.,PRIDE seeds,7270,6/1/2014,3075,.
610,2014,0.5,42.7103,-80.59,.,.,soybean,.,Pioneer,P0216 AM,6/1/2014,3100,.
611,2014,1,42.7655,-80.4874,.,.,.,.,PRIDE seeds,6757,.,2950,.
612,2014,0.9,42.7655,-80.4874,.,.,.,.,PRIDE seeds,A7270,.,3075,.
613,2014,BDL,45.24847222,-75.02521667,.,.,corn,.,Elite E64H27,E64H27,5/7/2014,2800,.
614,2014,BDL,45.24847222,-75.02521667,.,.,soybean,.,Elite ,E67D17,5/7/2014,2850,.
615,2014,1.1,45.24549722,-75.02900278,.,.,soybean,.,Elite ,E72467RR,5/7/2014,.,.
616,2014,BDL,45.24549722,-75.02900278,.,.,soybean,.,Mycogen ,F2F346,5/7/2014,2700,.
617,2014,BDL,45.08611389,-75.23633333,.,.,soybean,.,Dekalb,DKC48-12 RIB,5/9/2014,2950,.
618,2014,BDL,45.08611389,-75.23633333,.,.,soybean,.,Pioneer ,P8907,5/9/2014,3250,.
619,2014,BDL,45.08611389,-75.23633333,.,.,soybean,.,Pioneer ,P9675,5/13/2014,2850,.
620,2014,BDL,45.08611389,-75.23633333,.,.,wheat,.,Pioneer ,P9754,5/12/2014,2850,.
621,2014,BDL,44.99255,-75.25588056,.,.,soybean,.,Dekalb,DKC50-45 RIB,5/8/2014,3075,.
622,2014,BDL,44.93640556,-75.200675,.,.,soybean,.,Pioneer ,P9623 AM,5/21/2014,2850,.
623,2014,4.4,44.95946389,-75.23817778,.,.,soybean,.,Mycogen ,8295 RA,5/29/2014,2725,.
