"number","year","vom","latitude","longitude","sd","chu","silk_chu","total_chu","silking_date","Mean_PP_Month_1","Mean_PP_Month_2","Mean_PP_Month_3","Mean_PP_Month_4","Mean_PP_Month_5","Mean_PP_Month_6","Mean_PP_Month_7","Mean_Rad_Month_1","Mean_Rad_Month_2","Mean_Rad_Month_3","Mean_Rad_Month_4","Mean_Rad_Month_5","Mean_Rad_Month_6","Mean_Rad_Month_7","Mean_SWE_Month_1","Mean_SWE_Month_2","Mean_SWE_Month_3","Mean_SWE_Month_4","Mean_SWE_Month_5","Mean_VPD_Month_1","Mean_VPD_Month_2","Mean_VPD_Month_3","Mean_VPD_Month_4","Mean_VPD_Month_5","Mean_VPD_Month_6","Mean_VPD_Month_7","Mean_Tmean_Month_1","Mean_Tmean_Month_2","Mean_Tmean_Month_3","Mean_Tmean_Month_4","Mean_Tmean_Month_5","Mean_Tmean_Month_6","Mean_Tmean_Month_7","Sum_EPE_i_Month_1","Sum_EPE_i_Month_2","Sum_EPE_i_Month_3","Sum_EPE_i_Month_4","Sum_EPE_i_Month_5","Sum_EPE_i_Month_6","Sum_EPE_i_Month_7","Sum_ETE_i_Month_1","Sum_ETE_i_Month_2","Sum_ETE_i_Month_3","Sum_ETE_i_Month_4","Sum_ETE_i_Month_5","Sum_ETE_i_Month_6","Sum_ETE_i_Month_7"
694,2015,1.3,43.245431,-80.394352,2015-05-01,3050,1752.42169322198,3519.1910106,2015-07-26,1.37193548387097,2.06321428571429,0.552903225806452,2.76433333333333,2.5841935483871,4.871,2.00096774193548,6.59280060377742,10.7503108442536,15.5193838708871,20.8765466675733,21.6737916893097,19.1834874739533,22.6633256449903,24.9912903225806,73.0196428571429,88.8193548387097,38.9123333333333,0,0.245759032258065,0.152713571428571,0.370552580645161,0.612583,0.990518064516129,1.41601633333333,1.59364612903226,-8.35887096774194,-13.7603571428571,-2.92096774193548,6.53516666666667,15.453064516129,17.2808333333333,19.9890322580645,0,0,0,0,1,2,0,0,0,0,0,0,0,4
695,2015,0.92,42.5531,-82.148347,2015-05-01,3100,1781.14991770103,3899.1611994,2015-07-23,1.30677419354839,1.59428571428571,0.886129032258064,1.73166666666667,3.10741935483871,3.895,1.86741935483871,6.71444107126774,11.5887007316929,14.8707926368032,19.4168304475033,21.1094013944097,19.42953908202,21.4282074580548,9.25548387096774,49.1039285714286,55.29,9.077,0,0.290558064516129,0.177877142857143,0.430017096774194,0.659653666666667,1.00274225806452,1.56004366666667,1.80208193548387,-6.67483870967742,-11.6998214285714,-0.862258064516129,7.417,15.6517741935484,18.4681666666667,20.9861290322581,0,0,0,0,2,1,0,0,0,0,0,0,0,4
696,2015,0.41,42.5531,-82.148347,2015-05-01,2975,1709.32935650341,3899.1611994,2015-07-20,1.30677419354839,1.59428571428571,0.886129032258064,1.73166666666667,3.10741935483871,3.895,1.86741935483871,6.71444107126774,11.5887007316929,14.8707926368032,19.4168304475033,21.1094013944097,19.42953908202,21.4282074580548,9.25548387096774,49.1039285714286,55.29,9.077,0,0.290558064516129,0.177877142857143,0.430017096774194,0.659653666666667,1.00274225806452,1.56004366666667,1.80208193548387,-6.67483870967742,-11.6998214285714,-0.862258064516129,7.417,15.6517741935484,18.4681666666667,20.9861290322581,0,0,0,0,2,1,0,0,0,0,0,0,0,4
697,2015,0.2,42.5531,-82.148347,2015-05-01,3325,1910.42692785675,3899.1611994,2015-07-27,1.30677419354839,1.59428571428571,0.886129032258064,1.73166666666667,3.10741935483871,3.895,1.86741935483871,6.71444107126774,11.5887007316929,14.8707926368032,19.4168304475033,21.1094013944097,19.42953908202,21.4282074580548,9.25548387096774,49.1039285714286,55.29,9.077,0,0.290558064516129,0.177877142857143,0.430017096774194,0.659653666666667,1.00274225806452,1.56004366666667,1.80208193548387,-6.67483870967742,-11.6998214285714,-0.862258064516129,7.417,15.6517741935484,18.4681666666667,20.9861290322581,0,0,0,0,2,1,0,0,0,0,0,0,0,4
698,2015,0.6,42.5531,-82.148347,2015-05-01,3100,1781.14991770103,3899.1611994,2015-07-23,1.30677419354839,1.59428571428571,0.886129032258064,1.73166666666667,3.10741935483871,3.895,1.86741935483871,6.71444107126774,11.5887007316929,14.8707926368032,19.4168304475033,21.1094013944097,19.42953908202,21.4282074580548,9.25548387096774,49.1039285714286,55.29,9.077,0,0.290558064516129,0.177877142857143,0.430017096774194,0.659653666666667,1.00274225806452,1.56004366666667,1.80208193548387,-6.67483870967742,-11.6998214285714,-0.862258064516129,7.417,15.6517741935484,18.4681666666667,20.9861290322581,0,0,0,0,2,1,0,0,0,0,0,0,0,4
699,2015,0.2,43.645738,-80.403385,2015-05-05,2700,1551.32412186864,3239.8661184,2015-07-24,1.63225806451613,1.51928571428571,0.598709677419355,2.50466666666667,1.43741935483871,6.00333333333333,1.88290322580645,6.56127663087097,10.7816530861464,15.9260145522516,21.45829068627,22.7644287150742,19.3143109371233,23.4021927366484,49.5654838709677,88.1271428571429,104.694838709677,68.2466666666667,2.73870967741935,0.21602064516129,0.137755714285714,0.335027741935484,0.540402666666667,0.883864838709677,1.30658566666667,1.47591838709677,-9.59806451612903,-14.8414285714286,-4.01338709677419,5.63883333333333,14.9033870967742,16.5575,19.0372580645161,0,0,0,0,0,1,1,0,0,0,0,0,0,3
700,2015,1.38,43.275166,-81.462326,2015-05-06,2975,1709.32935650341,3467.966367,2015-07-28,2.02258064516129,1.30535714285714,0.731935483870968,2.265,2.70870967741936,5.086,2.17903225806452,6.46441960877097,11.0599191153964,15.2922267970774,19.993538964,20.9719566763677,19.9866564749933,22.2019851308968,40.7635483870968,77.4185714285714,84.5116129032258,34.1826666666667,0,0.249562258064516,0.158963928571429,0.37404935483871,0.598205666666667,1.00325064516129,1.401449,1.57635419354839,-8.3708064516129,-13.3021428571429,-2.80370967741935,6.33633333333333,15.1558064516129,17.3303333333333,19.6567741935484,0,0,0,0,1,2,0,0,0,0,0,0,0,4
701,2015,0.2,43.275166,-81.462326,2015-05-06,2975,1709.32935650341,3467.966367,2015-07-28,2.02258064516129,1.30535714285714,0.731935483870968,2.265,2.70870967741936,5.086,2.17903225806452,6.46441960877097,11.0599191153964,15.2922267970774,19.993538964,20.9719566763677,19.9866564749933,22.2019851308968,40.7635483870968,77.4185714285714,84.5116129032258,34.1826666666667,0,0.249562258064516,0.158963928571429,0.37404935483871,0.598205666666667,1.00325064516129,1.401449,1.57635419354839,-8.3708064516129,-13.3021428571429,-2.80370967741935,6.33633333333333,15.1558064516129,17.3303333333333,19.6567741935484,0,0,0,0,1,2,0,0,0,0,0,0,0,4
702,2015,0.83,43.275166,-81.462326,2015-05-06,3100,1781.14991770103,3467.966367,2015-07-30,2.02258064516129,1.30535714285714,0.731935483870968,2.265,2.70870967741936,5.086,2.17903225806452,6.46441960877097,11.0599191153964,15.2922267970774,19.993538964,20.9719566763677,19.9866564749933,22.2019851308968,40.7635483870968,77.4185714285714,84.5116129032258,34.1826666666667,0,0.249562258064516,0.158963928571429,0.37404935483871,0.598205666666667,1.00325064516129,1.401449,1.57635419354839,-8.3708064516129,-13.3021428571429,-2.80370967741935,6.33633333333333,15.1558064516129,17.3303333333333,19.6567741935484,0,0,0,0,1,2,0,0,0,0,0,0,0,4
703,2015,0.68,43.275166,-81.462326,2015-05-06,2950,1694.96524426388,3467.966367,2015-07-27,2.02258064516129,1.30535714285714,0.731935483870968,2.265,2.70870967741936,5.086,2.17903225806452,6.46441960877097,11.0599191153964,15.2922267970774,19.993538964,20.9719566763677,19.9866564749933,22.2019851308968,40.7635483870968,77.4185714285714,84.5116129032258,34.1826666666667,0,0.249562258064516,0.158963928571429,0.37404935483871,0.598205666666667,1.00325064516129,1.401449,1.57635419354839,-8.3708064516129,-13.3021428571429,-2.80370967741935,6.33633333333333,15.1558064516129,17.3303333333333,19.6567741935484,0,0,0,0,1,2,0,0,0,0,0,0,0,4
704,2015,0.27,45.201288,-75.268592,NA,2800,1608.78057082673,3535.2852528,2015-07-19,1.66064516129032,1.82535714285714,0.958709677419355,2.053,2.23870967741935,4.28066666666667,2.55548387096774,6.06509997954516,9.79901518871429,14.6162810957097,20.93965721867,21.5046421755032,18.6435653949633,20.2913125094806,64.2761290322581,111.579642857143,134.339032258065,97.7546666666667,6.55161290322581,0.158447741935484,0.114243928571429,0.308663225806452,0.596111333333333,1.04313161290323,1.38928233333333,1.73129838709677,-12.6259677419355,-16.2546428571429,-4.92758064516129,6.224,16.0338709677419,17.3286666666667,20.9001612903226,0,0,0,0,0,0,0,0,0,0,0,1,0,4
705,2015,0.2,45.201288,-75.268592,NA,2875,1651.87290754531,3535.2852528,2015-07-20,1.66064516129032,1.82535714285714,0.958709677419355,2.053,2.23870967741935,4.28066666666667,2.55548387096774,6.06509997954516,9.79901518871429,14.6162810957097,20.93965721867,21.5046421755032,18.6435653949633,20.2913125094806,64.2761290322581,111.579642857143,134.339032258065,97.7546666666667,6.55161290322581,0.158447741935484,0.114243928571429,0.308663225806452,0.596111333333333,1.04313161290323,1.38928233333333,1.73129838709677,-12.6259677419355,-16.2546428571429,-4.92758064516129,6.224,16.0338709677419,17.3286666666667,20.9001612903226,0,0,0,0,0,0,0,0,0,0,0,1,0,4
706,2015,0.2,45.201288,-75.268592,NA,2975,1709.32935650341,3535.2852528,2015-07-23,1.66064516129032,1.82535714285714,0.958709677419355,2.053,2.23870967741935,4.28066666666667,2.55548387096774,6.06509997954516,9.79901518871429,14.6162810957097,20.93965721867,21.5046421755032,18.6435653949633,20.2913125094806,64.2761290322581,111.579642857143,134.339032258065,97.7546666666667,6.55161290322581,0.158447741935484,0.114243928571429,0.308663225806452,0.596111333333333,1.04313161290323,1.38928233333333,1.73129838709677,-12.6259677419355,-16.2546428571429,-4.92758064516129,6.224,16.0338709677419,17.3286666666667,20.9001612903226,0,0,0,0,0,0,0,0,0,0,0,1,0,4
707,2015,0.2,45.201288,-75.268592,NA,2650,1522.59589738959,3535.2852528,2015-07-15,1.66064516129032,1.82535714285714,0.958709677419355,2.053,2.23870967741935,4.28066666666667,2.55548387096774,6.06509997954516,9.79901518871429,14.6162810957097,20.93965721867,21.5046421755032,18.6435653949633,20.2913125094806,64.2761290322581,111.579642857143,134.339032258065,97.7546666666667,6.55161290322581,0.158447741935484,0.114243928571429,0.308663225806452,0.596111333333333,1.04313161290323,1.38928233333333,1.73129838709677,-12.6259677419355,-16.2546428571429,-4.92758064516129,6.224,16.0338709677419,17.3286666666667,20.9001612903226,0,0,0,0,0,0,0,0,0,0,0,1,0,4
708,2015,0.2,45.388171,-74.866191,NA,2850,1637.50879530578,3506.7583092,2015-07-20,1.92290322580645,2.20142857142857,1.02870967741935,2.583,3.18967741935484,4.119,3.72483870967742,5.83291401559677,9.37932327429286,14.5990827521258,21.01234791745,21.1928860944387,19.58976013011,20.2438603304484,72.4648387096774,126.739642857143,152.914193548387,116.156333333333,12.8925806451613,0.155877741935484,0.112903928571429,0.309443225806452,0.610264666666667,1.1134064516129,1.39484666666667,1.70599032258065,-13.0372580645161,-16.6491071428571,-5.14451612903226,5.85383333333333,16.028064516129,17.2235,20.7209677419355,0,0,0,0,1,0,0,0,0,0,0,1,0,3
709,2015,0.2,45.40847,-74.791531,NA,2875,1651.87290754531,3498.043953,2015-07-21,1.88612903225806,2.22,0.953870967741935,2.68533333333333,3.12161290322581,4.135,3.98161290322581,5.84606736416129,9.43115336380357,14.7197098528516,20.9635073405967,21.4046598079871,19.59173456972,20.2575009546387,70.4012903225806,125.034642857143,151.208064516129,114.296666666667,12.4096774193548,0.15529935483871,0.1127175,0.309245483870968,0.609328,1.10773064516129,1.39063966666667,1.69714516129032,-13.0682258064516,-16.6708928571429,-5.17838709677419,5.79,15.9983870967742,17.185,20.6637096774194,0,0,0,0,1,0,1,0,0,0,0,1,0,3
710,2015,3,43.133958,-80.81738,2015-05-07,NA,NA,3450.2527872,NA,2.04612903225806,2.02785714285714,0.853870967741935,3.017,2.05483870967742,4.86966666666667,1.93838709677419,6.4380233154129,10.7538363898714,15.2613780652161,20.9895929250767,21.7733129715032,20.23517731977,22.2398731434452,39.2803225806452,90.1778571428571,109.259032258065,60.465,0.86,0.244462903225806,0.152254642857143,0.365820967741936,0.623435666666667,1.06888064516129,1.42647466666667,1.58722903225806,-8.58564516129032,-13.8175,-3.07306451612903,6.42916666666667,15.5572580645161,17.5401666666667,19.9188709677419,1,0,0,0,1,2,0,0,0,0,0,0,0,4
711,2015,0.38,43.100983,-81.457642,2015-05-04,2975,1709.32935650341,3554.8049238,2015-07-25,1.96870967741935,1.39928571428571,0.558387096774194,2.38866666666667,2.55225806451613,5.52166666666667,3.13838709677419,6.44811141640968,11.2793988455071,15.2742256720065,19.9815933228467,21.174101339229,19.73528817184,22.0163444656452,38.7012903225806,78.8753571428571,84.7870967741935,31.7933333333333,0,0.254068709677419,0.159323214285714,0.382222258064516,0.606643333333333,0.978385161290323,1.428703,1.60725193548387,-8.21016129032258,-13.2164285714286,-2.50435483870968,6.65383333333333,15.458064516129,17.6326666666667,19.9617741935484,0,0,0,0,1,3,0,0,0,0,0,1,0,4
712,2015,0.2,43.100983,-81.457642,2015-05-04,2975,1709.32935650341,3554.8049238,2015-07-25,1.96870967741935,1.39928571428571,0.558387096774194,2.38866666666667,2.55225806451613,5.52166666666667,3.13838709677419,6.44811141640968,11.2793988455071,15.2742256720065,19.9815933228467,21.174101339229,19.73528817184,22.0163444656452,38.7012903225806,78.8753571428571,84.7870967741935,31.7933333333333,0,0.254068709677419,0.159323214285714,0.382222258064516,0.606643333333333,0.978385161290323,1.428703,1.60725193548387,-8.21016129032258,-13.2164285714286,-2.50435483870968,6.65383333333333,15.458064516129,17.6326666666667,19.9617741935484,0,0,0,0,1,3,0,0,0,0,0,1,0,4
713,2015,0.68,43.100983,-81.457642,2015-05-04,3100,1781.14991770103,3554.8049238,2015-07-28,1.96870967741935,1.39928571428571,0.558387096774194,2.38866666666667,2.55225806451613,5.52166666666667,3.13838709677419,6.44811141640968,11.2793988455071,15.2742256720065,19.9815933228467,21.174101339229,19.73528817184,22.0163444656452,38.7012903225806,78.8753571428571,84.7870967741935,31.7933333333333,0,0.254068709677419,0.159323214285714,0.382222258064516,0.606643333333333,0.978385161290323,1.428703,1.60725193548387,-8.21016129032258,-13.2164285714286,-2.50435483870968,6.65383333333333,15.458064516129,17.6326666666667,19.9617741935484,0,0,0,0,1,3,0,0,0,0,0,1,0,4
714,2015,0.49,43.100983,-81.457642,2015-05-04,2950,1694.96524426388,3554.8049238,2015-07-25,1.96870967741935,1.39928571428571,0.558387096774194,2.38866666666667,2.55225806451613,5.52166666666667,3.13838709677419,6.44811141640968,11.2793988455071,15.2742256720065,19.9815933228467,21.174101339229,19.73528817184,22.0163444656452,38.7012903225806,78.8753571428571,84.7870967741935,31.7933333333333,0,0.254068709677419,0.159323214285714,0.382222258064516,0.606643333333333,0.978385161290323,1.428703,1.60725193548387,-8.21016129032258,-13.2164285714286,-2.50435483870968,6.65383333333333,15.458064516129,17.6326666666667,19.9617741935484,0,0,0,0,1,3,0,0,0,0,0,1,0,4
715,2015,0.2,45.140665,-76.050582,NA,2650,1522.59589738959,3451.8348798,2015-07-17,1.74806451612903,1.6525,0.773870967741935,2.09833333333333,1.9158064516129,4.479,2.46322580645161,6.02847847196129,9.98886350273929,14.9179148154097,21.1956052730233,21.9557627779323,19.2443091101567,20.8556070851903,62.6674193548387,112.310714285714,131.12,100.55,8.0341935483871,0.158400322580645,0.114254285714286,0.30887935483871,0.576377666666667,0.980140322580645,1.34865333333333,1.66887612903226,-12.8175806451613,-16.2241071428571,-4.94661290322581,6.11016666666667,15.6796774193548,16.9935,20.6074193548387,0,0,0,0,0,0,0,0,0,0,0,1,0,5
716,2015,0.2,45.140665,-76.050582,NA,2725,1565.68823410816,3451.8348798,2015-07-19,1.74806451612903,1.6525,0.773870967741935,2.09833333333333,1.9158064516129,4.479,2.46322580645161,6.02847847196129,9.98886350273929,14.9179148154097,21.1956052730233,21.9557627779323,19.2443091101567,20.8556070851903,62.6674193548387,112.310714285714,131.12,100.55,8.0341935483871,0.158400322580645,0.114254285714286,0.30887935483871,0.576377666666667,0.980140322580645,1.34865333333333,1.66887612903226,-12.8175806451613,-16.2241071428571,-4.94661290322581,6.11016666666667,15.6796774193548,16.9935,20.6074193548387,0,0,0,0,0,0,0,0,0,0,0,1,0,5
717,2015,0.45,45.140665,-76.050582,NA,2800,1608.78057082673,3451.8348798,2015-07-20,1.74806451612903,1.6525,0.773870967741935,2.09833333333333,1.9158064516129,4.479,2.46322580645161,6.02847847196129,9.98886350273929,14.9179148154097,21.1956052730233,21.9557627779323,19.2443091101567,20.8556070851903,62.6674193548387,112.310714285714,131.12,100.55,8.0341935483871,0.158400322580645,0.114254285714286,0.30887935483871,0.576377666666667,0.980140322580645,1.34865333333333,1.66887612903226,-12.8175806451613,-16.2241071428571,-4.94661290322581,6.11016666666667,15.6796774193548,16.9935,20.6074193548387,0,0,0,0,0,0,0,0,0,0,0,1,0,5
718,2015,0.2,45.140665,-76.050582,NA,2875,1651.87290754531,3451.8348798,2015-07-22,1.74806451612903,1.6525,0.773870967741935,2.09833333333333,1.9158064516129,4.479,2.46322580645161,6.02847847196129,9.98886350273929,14.9179148154097,21.1956052730233,21.9557627779323,19.2443091101567,20.8556070851903,62.6674193548387,112.310714285714,131.12,100.55,8.0341935483871,0.158400322580645,0.114254285714286,0.30887935483871,0.576377666666667,0.980140322580645,1.34865333333333,1.66887612903226,-12.8175806451613,-16.2241071428571,-4.94661290322581,6.11016666666667,15.6796774193548,16.9935,20.6074193548387,0,0,0,0,0,0,0,0,0,0,0,1,0,5
719,2015,3.72,43.19187,-81.391671,NA,NA,NA,3526.9914438,NA,1.96548387096774,1.5475,0.599354838709677,2.552,2.73774193548387,5.317,3.25,6.50729233483548,11.0958254026536,15.603471843829,20.1402911403,21.0683357634097,20.0806018033467,22.0929601882032,38.8232258064516,80.5232142857143,90.471935483871,40.5146666666667,0,0.245033548387097,0.155038214285714,0.368508387096774,0.606058333333333,1.01984322580645,1.405192,1.57640774193548,-8.69951612903226,-13.6139285714286,-2.96790322580645,6.32633333333333,15.3246774193548,17.3666666666667,19.7032258064516,0,0,0,0,1,4,1,0,0,0,0,0,0,4
720,2015,0.2,44.36259,-76.334995,NA,2800,1608.78057082673,3545.4930756,2015-07-20,1.98935483870968,1.66071428571429,0.878387096774193,2.22133333333333,1.36354838709677,6.16766666666667,1.96774193548387,6.33960350499355,10.2490909440214,14.7124910784742,20.9913380410767,22.2241919477,18.7347832007033,20.7594409445,63.0058064516129,112.913571428571,126.698709677419,84.3036666666667,3.35032258064516,0.191131290322581,0.126685,0.339272580645161,0.610137,0.973125483870968,1.37363166666667,1.7037964516129,-10.3316129032258,-14.6178571428571,-3.83935483870968,6.49616666666667,15.5254838709677,16.9506666666667,20.2446774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,2
721,2015,0.2,44.36259,-76.334995,NA,2775,1594.41645858721,3545.4930756,2015-07-19,1.98935483870968,1.66071428571429,0.878387096774193,2.22133333333333,1.36354838709677,6.16766666666667,1.96774193548387,6.33960350499355,10.2490909440214,14.7124910784742,20.9913380410767,22.2241919477,18.7347832007033,20.7594409445,63.0058064516129,112.913571428571,126.698709677419,84.3036666666667,3.35032258064516,0.191131290322581,0.126685,0.339272580645161,0.610137,0.973125483870968,1.37363166666667,1.7037964516129,-10.3316129032258,-14.6178571428571,-3.83935483870968,6.49616666666667,15.5254838709677,16.9506666666667,20.2446774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,2
722,2015,0.2,44.36259,-76.334995,NA,2800,1608.78057082673,3545.4930756,2015-07-20,1.98935483870968,1.66071428571429,0.878387096774193,2.22133333333333,1.36354838709677,6.16766666666667,1.96774193548387,6.33960350499355,10.2490909440214,14.7124910784742,20.9913380410767,22.2241919477,18.7347832007033,20.7594409445,63.0058064516129,112.913571428571,126.698709677419,84.3036666666667,3.35032258064516,0.191131290322581,0.126685,0.339272580645161,0.610137,0.973125483870968,1.37363166666667,1.7037964516129,-10.3316129032258,-14.6178571428571,-3.83935483870968,6.49616666666667,15.5254838709677,16.9506666666667,20.2446774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,2
723,2015,0.2,45.105871,-74.651947,NA,2800,1608.78057082673,3590.8450404,2015-07-18,2.20645161290323,2.4925,0.889354838709677,2.139,1.9341935483871,4.54266666666667,2.48290322580645,5.9048802088,9.43448721757857,14.9487455447613,21.1467207367733,21.4367633299774,19.0077224050467,20.4722228248871,74.4558064516129,135.428214285714,163.254516129032,121.203333333333,12.9961290322581,0.170779032258065,0.120592142857143,0.321435483870968,0.624138333333333,1.09570193548387,1.40899266666667,1.73922741935484,-11.883064516129,-15.8914285714286,-4.54741935483871,6.33216666666667,16.4320967741935,17.4706666666667,20.9903225806452,0,0,0,0,0,0,0,0,0,0,0,4,0,6
724,2015,3.15,43.19187,-81.391671,NA,NA,NA,3526.9914438,NA,1.96548387096774,1.5475,0.599354838709677,2.552,2.73774193548387,5.317,3.25,6.50729233483548,11.0958254026536,15.603471843829,20.1402911403,21.0683357634097,20.0806018033467,22.0929601882032,38.8232258064516,80.5232142857143,90.471935483871,40.5146666666667,0,0.245033548387097,0.155038214285714,0.368508387096774,0.606058333333333,1.01984322580645,1.405192,1.57640774193548,-8.69951612903226,-13.6139285714286,-2.96790322580645,6.32633333333333,15.3246774193548,17.3666666666667,19.7032258064516,0,0,0,0,1,4,1,0,0,0,0,0,0,4
725,2015,0.21,42.858615,-81.564607,NA,2975,1709.32935650341,3700.4942982,2015-07-22,1.94516129032258,1.35107142857143,0.669032258064516,2.19966666666667,2.39096774193548,5.16666666666667,2.24612903225806,6.54668326054516,11.6740459281893,15.0826111537839,20.3607033323567,21.457755558671,19.8500791043133,21.9855717392742,37.9996774193548,80.3328571428571,82.1022580645161,27.1736666666667,0,0.267092580645161,0.164192857142857,0.400698709677419,0.616336333333333,0.97414064516129,1.473659,1.6637235483871,-7.63032258064516,-12.7635714285714,-1.9108064516129,7.0065,15.5825806451613,17.9806666666667,20.3146774193548,0,0,0,0,1,3,0,0,0,0,0,0,0,3
726,2015,0.7,43.62316,-80.834166,NA,NA,NA,3328.071084,NA,2.25387096774194,1.94785714285714,0.729354838709677,2.542,1.63645161290323,4.65233333333333,1.66129032258065,6.36743383406774,10.6056784563929,16.1128933294806,21.4851808685133,22.4763061277548,19.5901191337567,23.0866993613484,61.9035483870968,113.874285714286,133.778064516129,98.083,10.3629032258065,0.217654838709677,0.141684642857143,0.333620967741936,0.561125,0.960490967741936,1.33770266666667,1.4828935483871,-9.73483870967742,-14.6921428571429,-4.19032258064516,5.4895,14.8437096774194,16.7468333333333,19.0020967741936,0,0,0,0,0,1,0,0,0,0,0,0,0,3
727,2015,1.17,43.236179,-80.813397,NA,3050,1752.42169322198,3485.7911274,2015-07-26,2.15870967741935,2.12857142857143,0.791612903225806,3.083,2.03,4.41333333333333,2.43838709677419,6.46749419175161,10.7832359114643,15.9798885126806,21.25930008024,22.1781144177258,20.2090475514033,22.2759911217226,53.7154838709677,106.532857142857,127.73064516129,81.7596666666667,4.66677419354839,0.23666,0.149011071428571,0.356164516129032,0.608732333333333,1.05515580645161,1.40165866666667,1.56113806451613,-8.89854838709677,-14.065,-3.35548387096774,6.212,15.4438709677419,17.3565,19.7132258064516,0,0,0,0,1,2,0,0,0,0,0,0,0,3
728,2015,0.27,44.307063,-77.793396,NA,2700,1551.32412186864,3397.7592816,2015-07-21,1.57032258064516,2.01392857142857,0.804516129032258,2.65133333333333,1.72193548387097,5.34133333333333,1.23741935483871,6.44698828905484,10.1877308264286,14.5138066929129,20.35917315991,21.7051558857548,19.2058846449567,22.3633117485323,36.5661290322581,87.9460714285714,103.954193548387,65.5676666666667,0.951290322580645,0.198026774193548,0.124273214285714,0.33762064516129,0.602319,0.982384193548387,1.33118133333333,1.59516709677419,-9.86,-14.4925,-3.70709677419355,6.08233333333333,14.6170967741935,16.3738333333333,19.7490322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,2
729,2015,0.23,44.307063,-77.793396,NA,2750,1580.05234634769,3397.7592816,2015-07-22,1.57032258064516,2.01392857142857,0.804516129032258,2.65133333333333,1.72193548387097,5.34133333333333,1.23741935483871,6.44698828905484,10.1877308264286,14.5138066929129,20.35917315991,21.7051558857548,19.2058846449567,22.3633117485323,36.5661290322581,87.9460714285714,103.954193548387,65.5676666666667,0.951290322580645,0.198026774193548,0.124273214285714,0.33762064516129,0.602319,0.982384193548387,1.33118133333333,1.59516709677419,-9.86,-14.4925,-3.70709677419355,6.08233333333333,14.6170967741935,16.3738333333333,19.7490322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,2
730,2015,0.2,44.307063,-77.793396,NA,2775,1594.41645858721,3397.7592816,2015-07-22,1.57032258064516,2.01392857142857,0.804516129032258,2.65133333333333,1.72193548387097,5.34133333333333,1.23741935483871,6.44698828905484,10.1877308264286,14.5138066929129,20.35917315991,21.7051558857548,19.2058846449567,22.3633117485323,36.5661290322581,87.9460714285714,103.954193548387,65.5676666666667,0.951290322580645,0.198026774193548,0.124273214285714,0.33762064516129,0.602319,0.982384193548387,1.33118133333333,1.59516709677419,-9.86,-14.4925,-3.70709677419355,6.08233333333333,14.6170967741935,16.3738333333333,19.7490322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,2
731,2015,1.65,43.156169,-80.778158,NA,3050,1752.42169322198,3552.53559,2015-07-25,1.99354838709677,2.03,0.853548387096774,3.01,2.10935483870968,4.78833333333333,1.70483870967742,6.41531244890645,10.6927414834643,15.2181842614484,20.86865343773,21.7763002396613,20.1801112557967,22.4151320427387,38.2277419354839,89.1714285714286,107.808387096774,57.9993333333333,0.549032258064516,0.24638,0.153589285714286,0.368666451612903,0.62921,1.0681235483871,1.42824366666667,1.59107096774194,-8.44612903225806,-13.6841071428571,-2.93951612903226,6.54483333333333,15.605,17.5748333333333,19.9891935483871,1,0,0,0,1,2,0,0,0,0,0,0,0,4
732,2015,0.2,42.908323,-80.550346,NA,3000,1723.69346874293,3673.4676744,2015-07-23,1.79258064516129,1.775,0.975161290322581,1.99733333333333,1.96387096774194,4.56033333333333,2.07,6.40349167297742,11.210553851375,14.9714025175161,19.9946202856267,21.6203304959,19.7781229930667,22.2279737620645,12.0183870967742,55.8739285714286,67.6796774193548,19.1676666666667,0,0.268885161290323,0.165173214285714,0.390235161290323,0.626053333333333,0.97775064516129,1.44945566666667,1.68614193548387,-7.47403225806452,-12.9328571428571,-2.37645161290323,6.78516666666667,15.4517741935484,17.76,20.4685483870968,0,0,0,0,1,2,0,0,0,0,0,0,0,3
733,2015,0.47,45.179333,-75.455912,NA,2800,1608.78057082673,3530.091474,2015-07-19,1.72838709677419,1.60464285714286,0.845161290322581,2.228,2.16548387096774,3.59633333333333,1.96870967741935,6.11344941120323,10.0561047331143,15.0580810621065,20.7820136434667,21.5521050918903,19.84604931153,20.8354129954806,67.5961290322581,112.109285714286,131.297096774194,95.283,5.77451612903226,0.157379677419355,0.114288571428571,0.307882903225806,0.594564333333333,1.03351709677419,1.38650533333333,1.72672903225806,-12.6311290322581,-16.1933928571429,-4.93161290322581,6.27283333333333,15.9643548387097,17.2996666666667,20.8946774193548,0,0,0,0,0,0,0,0,0,0,0,1,0,4
